X,Y,apn,OBJECTID,licenseNumber,licenseType,licenseStatus,liquorType,issueDate,expirationYear,expirationDate,licenseName,address,endorsements,ward,neighborhood,lat,long,xWebMercator,yWebMercator,lastUpdateDate
-93.2351679624027,44.9806478958972,2402924420019,135,LIC385932,BLWine,Pending,On Sale,2020/03/23 08:58:54+00,2021,2021/04/01 23:59:59+00,Bonchon Dinky,406 14TH AVE SE," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",3,Marcy Holmes,44.98065,-93.23517,-10378891.4216,5618475.4078,2021/01/19 18:15:17+00
-93.219604216219,44.9289259627978,0702823240145,136,LIC355408,BLWine,Pending,On Sale,2020/04/14 15:53:26+00,2021,2021/04/01 23:59:59+00,ALL SQUARE,4047 MINNEHAHA AVE," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",12,Hiawatha,44.92893,-93.2196,-10377158.8733,5610339.265,2021/01/19 18:15:17+00
-93.2535018506145,44.9486180768534,3502924430153,137,LIC359288,BLWine,Pending,On Sale,2020/04/06 08:57:20+00,2021,2021/04/01 23:59:00+00,In the Heart of the Beast Puppet and Mask Theatre,1500 LAKE ST E," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",9,Midtown Phillips,44.94862,-93.2535,-10380932.3407,5613436.0778,2021/01/19 18:15:17+00
-93.2235728069559,44.9345205736859,0602823330027,138,LIC79745,BLLiquor,Pending,On Sale,2019/08/22 08:49:17+00,2020,2020/04/01 00:00:00+00,American Legion Dept of Minnesota,3751 MINNEHAHA AVE," Liquor, On Sale, Bottle Club",12,Howe,44.93452,-93.22357,-10377600.6548,5611218.9743,2020/08/19 18:15:18+00
-93.2130077846798,45.0024080859046,1802923130025,139,LIC79766,BLLiquor,Pending,On Sale,2019/09/27 10:02:21+00,2020,2020/04/01 00:00:00+00,Delta Hotel Minneapolis,1330 INDUSTRIAL BLVD," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",1,Mid - City Industrial,45.00241,-93.21301,-10376424.5619,5621900.598,2020/04/22 18:15:17+00
-93.223344159665,44.9015479212695,1902823230006,140,LIC79515,BLLiquor,Pending,On Sale,2019/08/22 08:47:47+00,2020,2020/04/01 00:00:00+00,American Legion,5600 34TH AVE S," Liquor, On Sale, Bottle Club",11,Wenonah,44.90155,-93.22334,-10377575.2019,5606035.5148,2020/03/27 18:15:19+00
-93.2475266579931,44.9687679081313,2602924410058,141,LIC366256,BLLiquor,Approved,On Sale,2020/11/23 14:48:31+00,2021,2021/04/01 23:59:59+00,PALMERS BAR,500 CEDAR AVE S," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",6,Cedar Riverside,44.96877,-93.24753,-10380267.1853,5616605.9719,2020/11/24 18:15:17+00
-93.323691127841,44.9230851889671,0802824340116,142,LIC65910,BLWine,Pending,On Sale,2020/04/14 15:53:55+00,2021,2021/04/01 00:00:00+00,The Turtle Bread Company,3421 44TH ST W," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",13,Linden Hills,44.92309,-93.32369,-10388745.7753,5609420.9399,2021/01/18 18:15:25+00
-93.234602987666,44.979012209147,2402924430079,143,LIC359487,BLWine,Pending,On Sale,2020/04/14 15:53:37+00,2021,2021/04/01 23:59:00+00,ICHIDDO RAMEN,1501 UNIVERSITY AVE SE #150," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",2,University of Minnesota,44.97901,-93.2346,-10378828.5289,5618217.993,2021/01/19 18:15:17+00
-93.2935264003878,44.9607371078137,3302924120188,144,LIC359647,BLWine,Pending,On Sale,2020/04/14 15:54:46+00,2021,2021/04/01 23:59:00+00,TAO NATURAL FOODS,2200 DUPONT AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",7,East Isles,44.96074,-93.29353,-10385387.8532,5615342.4638,2021/01/19 18:15:17+00
-93.2874160283842,44.9506686949846,3402924330009,145,LIC360162,BLWine,Pending,On Sale,2019/04/02 07:40:20+00,2020,2020/04/01 23:59:59+00,KYOTO SUSHI,2841 LYNDALE AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",10,Whittier,44.95067,-93.28742,-10384707.6497,5613758.6223,2020/01/21 18:15:18+00
-93.3287374364074,44.921115041881,0802824330143,146,LIC361326,BLWine,Pending,On Sale,2020/03/23 08:59:44+00,2021,2021/04/01 23:59:00+00,GREAT WALL CHINSESE RESTAURANT,4515 FRANCE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Linden Hills,44.92112,-93.32874,-10389307.5278,5609111.2014,2021/01/19 18:15:17+00
-93.2777308089108,44.9036293260116,2202824120149,147,LIC388064,BLWine,Pending,On Sale,2020/03/23 08:56:52+00,2021,2021/04/01 23:59:59+00,Orale Mexican Eats,5447 NICOLLET AVE," Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Windom,44.90363,-93.27773,-10383629.496,5606362.6337,2021/01/19 18:15:17+00
-93.2469372409959,45.0126318067618,1202924320071,148,LIC364719,BLWine,Pending,On Sale,2020/04/06 08:57:41+00,2021,2021/04/01 23:59:59+00,KHAO HOM THAI RESTAURANT,2411 CENTRAL AVE NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Windom Park,45.01263,-93.24694,-10380201.5717,5623510.3249,2021/01/19 18:15:17+00
-93.2978497511018,44.9521257089453,3302924420019,149,LIC74652,BLBeer,Pending,On Sale,2016/04/01 00:00:00+00,2021,2021/04/01 00:00:00+00,Konh Do Restaurant,2755 HENNEPIN AVE," Beer, On Sale, Class E Entertainment; Beer, On Sale, No Entertainment",10,Lowry Hill East,44.95213,-93.29785,-10385869.1264,5613987.805,2021/01/17 18:15:24+00
-93.246937534745,44.927132019933,1202824230131,150,LIC365874,BLWine,Pending,On Sale,2020/04/14 15:54:05+00,2021,2021/04/01 23:59:00+00,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",12,Standish,44.92713,-93.24694,-10380201.6044,5610057.1995,2021/01/19 18:15:17+00
-93.2753267671919,44.9828597218965,2202924420046,151,LIC382588,BLWine,Pending,On Sale,2020/04/14 15:54:49+00,2021,2021/04/01 23:59:59+00,Underground Music Cafe,408 3RD AVE N," Wine, On Sale, Limited Entertainment; Wine, On Sale, Add Strong Beer",3,North Loop,44.98286,-93.27533,-10383361.8793,5618823.5037,2021/01/19 18:15:17+00
-93.2782407771077,44.9857636098372,2202924240106,152,LIC361973,BLWine,Pending,On Sale,2020/04/14 15:53:35+00,2021,2021/04/01 23:59:00+00,First Draft Taproom & Kitchen,324 6TH AVE N," Wine, On Sale, Class B Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",3,North Loop,44.98576,-93.27824,-10383686.2654,5619280.5363,2021/01/19 18:15:17+00
0,0,,153,LIC365927,BLWine,Pending,On Sale,2020/03/23 08:59:43+00,2021,2021/04/01 23:59:59+00,GRAY FOX,801 MARQUETTE AVE #TCF ATRIUM," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",,,0,0,0,0,2021/01/19 18:15:17+00
-93.2740373568741,44.958214974113,3402924130052,154,LIC369251,BLWine,Pending,On Sale,2020/04/14 15:53:52+00,2021,2021/04/01 23:59:59+00,THE CHILDREN'S THEATRE COMPANY,2400 3RD AVE S," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",10,Whittier,44.95821,-93.27404,-10383218.3428,5614945.686,2021/01/19 18:15:17+00
-93.2915242873849,44.9630217010992,2802924440267,155,LIC382428,BLWine,Pending,On Sale,2020/04/06 08:57:42+00,2021,2021/04/01 23:59:59+00,LOWRY HILL MEATS,1934 HENNEPIN AVE #102," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",7,Lowry Hill,44.96302,-93.29152,-10385164.979,5615701.8872,2021/01/19 18:15:17+00
-93.2612413452336,44.9783732541519,2302924340071,156,LIC79634,BLLiquor,Pending,On Sale,2019/10/01 08:00:00+00,2020,2020/04/01 00:00:00+00,HOP21,501 WASHINGTON AVE S," Liquor, On Sale, Class C1 Entertainment; Liquor, On Sale, Limited Entertainment",3,Downtown West,44.97837,-93.26124,-10381793.8973,5618117.44,2020/01/19 18:15:19+00
-93.2860597627481,44.9799643807721,2202924330030,157,LIC381882,BLWine,Pending,On Sale,2020/01/22 08:44:45+00,2020,2020/04/01 23:59:59+00,Unleashed Hounds and Hops,200 EAST LYNDALE AVE N," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",5,North Loop,44.97996,-93.28606,-10384556.6709,5618367.8393,2020/01/23 18:15:23+00
0,0,040282412AAAA,158,LIC374691,BLWine,Pending,On Sale,2020/04/06 08:56:58+00,2021,2021/04/01 23:59:59+00,BLACK WALNUT BAKERY,3157 HENNEPIN AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,CARAG,0,0,0,0,2021/01/19 18:15:17+00
-93.2526843603497,44.9393685678124,0202824420024,159,LIC383185,BLWine,Pending,On Sale,2020/04/29 09:18:50+00,2021,2021/04/01 23:59:00+00,Reverie Cafe + Bar,1517 35TH ST E," Wine, On Sale, Limited Entertainment; Wine, On Sale, Add Strong Beer",9,Powderhorn Park,44.93937,-93.25268,-10380841.3381,5611981.3532,2021/01/19 18:15:17+00
-93.2876666727216,44.9496602628166,3402924330093,160,LIC65824,BLWine,Pending,On Sale,2020/03/23 08:59:42+00,2021,2021/04/01 00:00:00+00,GALACTIC PIZZA,2917 LYNDALE AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Limited Entertainment",10,Whittier,44.94966,-93.28767,-10384735.5513,5613600.0032,2021/01/18 18:15:25+00
-93.2978875369376,44.9485362901643,3302924430092,161,LIC374178,BLWine,Pending,On Sale,2020/03/23 08:58:54+00,2021,2021/04/01 23:59:00+00,Bonchon,1414 LAKE ST W," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",10,Lowry Hill East,44.94854,-93.29789,-10385873.3327,5613423.2137,2021/01/19 18:15:17+00
-93.2635574293099,45.012969472881,1102924320035,162,LIC378395,BLWine,Pending,On Sale,2020/04/14 15:54:32+00,2021,2021/04/01 23:59:59+00,Olive & Lamb Eatery,2424 UNIVERSITY AVE NE," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",3,Bottineau,45.01297,-93.26356,-10382051.7226,5623563.4954,2021/01/19 18:15:17+00
-93.2978683049057,44.9510686442245,3302924430041,163,LIC379980,BLWine,Pending,On Sale,2020/03/23 08:59:36+00,2021,2021/04/01 23:59:59+00,Troubadour Wine Bar,2827 HENNEPIN AVE," Wine, On Sale, Limited Entertainment; Wine, On Sale, Add Strong Beer",10,Lowry Hill East,44.95107,-93.29787,-10385871.1918,5613821.5322,2021/01/19 18:15:17+00
-93.2602604487238,44.9624289638551,3502924210067,164,LIC371140,BLWine,Pending,On Sale,2020/04/06 08:57:45+00,2021,2021/04/01 23:59:59+00,NORWAY HOUSE,913 FRANKLIN AVE E," Wine, On Sale, Class B Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",6,Ventura Village,44.96243,-93.26026,-10381684.7044,5615608.6335,2021/01/19 18:15:17+00
-93.3208342067597,44.9491316440658,3202924340510,165,LIC380398,BLWine,Pending,On Sale,2020/03/23 08:59:14+00,2021,2021/04/01 23:59:59+00,Seed Cafe,3252 LAKE ST W #B," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",7,Cedar - Isles - Dean,44.94913,-93.32083,-10388427.7443,5613516.8564,2021/01/19 18:15:17+00
-93.2481484071541,44.9729686420871,2602924140038,166,LIC76519,BLLiquor,Pending,On Sale,2017/04/19 13:11:18+00,2018,2018/10/01 00:00:00+00,JEWEL OF INDIA,1427 WASHINGTON AVE S," Liquor, On Sale, Class D Entertainment; Liquor, On Sale, Limited Entertainment",6,Cedar Riverside,44.97297,-93.24815,-10380336.3981,5617266.9555,2019/11/07 18:15:59+00
-93.2813653404481,44.9986668261733,1502924310069,167,LIC381036,BLWine,Pending,On Sale,2020/04/14 15:53:26+00,2021,2021/04/01 23:59:59+00,Bar Brava,1914 WASHINGTON AVE N," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",5,Near - North,44.99867,-93.28137,-10384034.0902,5621311.6077,2021/01/19 18:15:17+00
-93.2840823255676,44.9197626582385,1002824330051,168,LIC365467,BLWine,Pending,On Sale,2020/04/14 15:53:51+00,2021,2021/04/01 23:59:59+00,TAP SOCIETY,4555 GRAND AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Limited Entertainment",8,King Field,44.91976,-93.28408,-10384336.5436,5608898.5913,2021/01/19 18:15:17+00
-93.2367976689231,44.9339724690642,1202824120119,169,LIC372805,BLWine,Pending,On Sale,2020/04/06 08:57:49+00,2021,2021/04/01 23:59:59+00,STANDISH CAFE,2403 38TH ST E," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Standish,44.93397,-93.2368,-10379072.8397,5611132.7853,2021/01/19 18:15:17+00
-93.2791407722414,44.9849176481021,2202924240027,170,LIC107867,BLBrewery,Pending,On Sale,2020/05/17 21:16:49+00,2021,2021/01/01 00:00:00+00,Fulton Beer,414 6TH AVE N," Liquor, On Sale, Taproom Class C1 Entertainment; Liquor, On Sale, Taproom Limited Entertainment",5,North Loop,44.98492,-93.27914,-10383786.4524,5619147.391,2021/01/28 18:15:17+00
-93.2791407722414,44.9849176481021,2202924240027,171,LIC107867,BLBrewery,Pending,On Sale,2020/05/17 21:16:49+00,2021,2021/01/01 00:00:00+00,Fulton Beer,414 6TH AVE N," Liquor, On Sale, Taproom Class C1 Entertainment; Liquor, On Sale, Taproom Limited Entertainment",5,North Loop,44.98492,-93.27914,-10383786.4524,5619147.391,2021/01/28 18:15:17+00
-93.3128222387419,44.9790460322025,2002924440056,172,LIC344420,BLBrewery,Pending,On Sale,2020/05/18 21:16:59+00,2021,2021/01/01 23:59:00+00,Utepils Brewing Co,225 THOMAS AVE N," Liquor, On Sale, Taproom Class C2 Entertainment; Liquor, On Sale, Taproom Limited Entertainment",5,Harrison,44.97905,-93.31282,-10387535.8561,5618223.3158,2021/01/28 18:15:17+00
-93.3128222387419,44.9790460322025,2002924440056,173,LIC344420,BLBrewery,Pending,On Sale,2020/05/18 21:16:59+00,2021,2021/01/01 23:59:00+00,Utepils Brewing Co,225 THOMAS AVE N," Liquor, On Sale, Taproom Class C2 Entertainment; Liquor, On Sale, Taproom Limited Entertainment",5,Harrison,44.97905,-93.31282,-10387535.8561,5618223.3158,2021/01/28 18:15:17+00
-93.3128222387419,44.9790460322025,2002924440056,174,LIC344403,BLBrewery,Pending,On Sale,2020/05/18 21:16:59+00,2021,2021/01/01 23:59:00+00,Utepils Brewing Co,225 THOMAS AVE N, BL Sunday Sales Exemption,5,Harrison,44.97905,-93.31282,-10387535.8561,5618223.3158,2021/01/28 18:15:17+00
-93.3128222387419,44.9790460322025,2002924440056,175,LIC344403,BLBrewery,Pending,On Sale,2020/05/18 21:16:59+00,2021,2021/01/01 23:59:00+00,Utepils Brewing Co,225 THOMAS AVE N, BL Sunday Sales Exemption,5,Harrison,44.97905,-93.31282,-10387535.8561,5618223.3158,2021/01/28 18:15:17+00
-93.2347289368587,44.9730178758658,2502924130003,176,LIC79748,BLLiquor,Pending,On Sale,2020/05/17 01:01:55+00,2021,2021/01/01 00:00:00+00,CAMPUS CLUB OF THE UNIV OF MN,300 WASHINGTON AVE SE," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",2,University of Minnesota,44.97302,-93.23473,-10378842.5495,5617274.7027,2021/01/12 18:15:24+00
-93.2705116140127,45.0255383668562,0302924410027,177,LIC366730,BLBrewery,Pending,On Sale,2020/05/18 21:17:00+00,2021,2021/01/01 23:59:00+00,Broken Clock Brewing,3134 CALIFORNIA ST NE #122," Liquor, On Sale, Taproom Class E Entertainment; Liquor, On Sale, Taproom No Entertainment",1,Marshall Terrace,45.02554,-93.27051,-10382825.8589,5625542.8758,2021/01/12 18:15:24+00
-93.2705116140127,45.0255383668562,0302924410027,178,LIC366730,BLBrewery,Pending,On Sale,2020/05/18 21:17:00+00,2021,2021/01/01 23:59:00+00,Broken Clock Brewing,3134 CALIFORNIA ST NE #122," Liquor, On Sale, Taproom Class E Entertainment; Liquor, On Sale, Taproom No Entertainment",1,Marshall Terrace,45.02554,-93.27051,-10382825.8589,5625542.8758,2021/01/12 18:15:24+00
-93.2842520927833,44.9794845030881,2202924330052,179,LIC351423,BLLiquor,Pending,On Sale,2020/05/18 01:02:06+00,2021,2021/01/01 23:59:00+00,Parallel,145 HOLDEN ST N," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",5,North Loop,44.97948,-93.28425,-10384355.442,5618292.3191,2021/01/21 18:15:25+00
-93.2729955150621,44.9779950159759,2202924430120,180,LIC75353,BLLiquor,Pending,On Sale,2020/05/17 01:00:45+00,2021,2021/01/01 00:00:00+00,Fogo de Chao,645 HENNEPIN AVE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,Downtown West,44.978,-93.273,-10383102.3655,5618057.9168,2021/01/21 18:15:25+00
-93.2520612098169,44.9948901788539,1402924440033,181,LIC78969,BLLiquor,Pending,On Sale,2020/05/17 01:01:41+00,2021,2021/01/01 00:00:00+00,SPRING STREET TAVERN AND CLUB UNDERGROUN,355 MONROE ST NE," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",3,St. Anthony East,44.99489,-93.25206,-10380771.9693,5620717.0853,2021/01/21 18:15:25+00
-93.2732486576142,44.9804737399005,2202924430097,182,LIC79051,BLLiquor,Pending,On Sale,2020/05/17 01:01:42+00,2021,2021/01/01 00:00:00+00,Last Call,26 5TH ST N," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",3,Downtown West,44.98047,-93.27325,-10383130.5452,5618447.9998,2021/01/21 18:15:25+00
-93.2717990624099,44.9744751427683,2702924110082,183,LIC79327,BLLiquor,Pending,On Sale,2020/05/17 01:01:48+00,2021,2021/01/01 00:00:00+00,W Minneapolis - The Foshay,821 MARQUETTE AVE," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",7,Downtown West,44.97448,-93.2718,-10382969.177,5617504.0145,2021/01/21 18:15:25+00
-93.2225862555513,44.9710064980988,3002923240158,184,LIC362746,BLLiquor,Pending,On Sale,2020/05/18 01:02:10+00,2021,2021/01/01 23:59:00+00,Doubletree by Hilton Hotel Minneapolis - University Area,511 HURON BLVD SE," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",2,Prospect Park - East River Road,44.97101,-93.22259,-10377490.8324,5616958.207,2021/01/21 18:15:25+00
-93.2327187659676,44.9479196511055,0102824120095,185,LIC65902,BLWine,Pending,On Sale,2019/04/02 07:40:24+00,2020,2020/04/01 00:00:00+00,GANDHI MAHAL,3009 27TH AVE S," Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",2,Longfellow,44.94792,-93.23272,-10378618.7783,5613326.2241,2020/10/21 18:15:17+00
-93.232716892082,44.9481115978061,0102824120096,186,LIC79453,BLLiquor,Pending,On Sale,2020/01/15 11:23:40+00,2020,2020/07/01 00:00:00+00,El Nuevo Rodeo Nightclub,2709 LAKE ST E," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",2,Longfellow,44.94811,-93.23272,-10378618.5697,5613356.4148,2020/10/21 18:15:17+00
-93.2335324860031,44.9553932518152,3602924420005,187,LIC80195,BLLiquor,Pending,On Sale,2019/12/23 15:04:29+00,2020,2020/07/01 00:00:00+00,HEXAGON,2600 27TH AVE S," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",2,Seward,44.95539,-93.23353,-10378709.3612,5614501.7981,2020/10/21 18:15:17+00
-93.223300691985,44.9050367139213,1902823220159,188,LIC379860,BLLiquor,Approved,On Sale,2020/10/20 15:10:52+00,2021,2021/10/01 23:59:59+00,Berry Sweet Kitchen,5406 34TH AVE S," Liquor, On Sale, No Entertainment",11,Wenonah,44.90504,-93.2233,-10377570.3631,5606583.8291,2020/10/21 18:15:17+00
-93.2711485527868,44.985738739832,2202924140018,189,LIC389587,BLDistill,Approved,On Sale,2020/06/22 08:36:37+00,2021,2021/10/01 23:59:59+00,StilHeart,124 3RD AVE N, BL Sunday Sales Exemption,3,North Loop,44.98574,-93.27115,-10382896.7626,5619276.622,2020/06/23 18:15:18+00
-93.2711485527868,44.985738739832,2202924140018,190,LIC389587,BLDistill,Approved,On Sale,2020/06/22 08:36:37+00,2021,2021/10/01 23:59:59+00,StilHeart,124 3RD AVE N, BL Sunday Sales Exemption,3,North Loop,44.98574,-93.27115,-10382896.7626,5619276.622,2020/06/23 18:15:18+00
-93.2224016607436,44.9122725707388,1802823310195,191,LIC388681,BLLiquor,Approved,On Sale,2020/12/08 13:48:45+00,2021,2021/10/01 23:59:59+00,Casa Maria,5001 34TH AVE S," Liquor, On Sale, No Entertainment",12,Minnehaha,44.91227,-93.2224,-10377470.2834,5607721.1549,2020/12/09 18:15:18+00
-93.2338754376258,44.9470991082337,0102824120042,192,LIC391326,BLBrewery,Approved,On Sale,2020/12/08 14:09:08+00,2021,2021/10/01 23:59:59+00,Arbeiter Brewing Company,3036 MINNEHAHA AVE," Liquor, On Sale, Taproom No Entertainment",9,Longfellow,44.9471,-93.23388,-10378747.5384,5613197.1646,2020/12/09 18:15:18+00
-93.2338754376258,44.9470991082337,0102824120042,193,LIC391326,BLBrewery,Approved,On Sale,2020/12/08 14:09:08+00,2021,2021/10/01 23:59:59+00,Arbeiter Brewing Company,3036 MINNEHAHA AVE," Liquor, On Sale, Taproom No Entertainment",9,Longfellow,44.9471,-93.23388,-10378747.5384,5613197.1646,2020/12/09 18:15:18+00
-93.2470120464045,45.0073457269431,1202924330122,194,LIC374063,BLWine,Pending,On Sale,2020/03/23 08:59:52+00,2021,2021/04/01 23:59:59+00,MOMO SUSHI,1839 CENTRAL AVE NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Windom Park,45.00735,-93.24701,-10380209.899,5622677.9947,2021/01/19 18:15:17+00
-93.3068150607065,44.9748364888586,2802924220069,195,LIC375498,BLLiquor,Pending,On Sale,2020/06/08 10:23:45+00,2021,2021/01/01 23:59:00+00,La Mesa,230 CEDAR LAKE RD S," Liquor, On Sale, Limited Entertainment",7,Bryn - Mawr,44.97484,-93.30682,-10386867.1401,5617560.8759,2020/10/20 18:15:17+00
-93.2365654256761,44.9804430547638,2402924430005,196,LIC386563,BLWine,Pending,On Sale,2020/03/23 08:56:52+00,2020,2020/04/01 23:59:59+00,Shuang Cheng Restaurant,1320 4TH ST SE," Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Marcy Holmes,44.98044,-93.23657,-10379046.9865,5618443.1707,2020/08/25 18:15:16+00
-93.257354582036,44.9886507501305,2302924120191,197,LIC388935,BLLiquor,Approved,On Sale,2020/10/26 09:21:56+00,2021,2021/10/01 23:59:59+00,Hyde,24 UNIVERSITY AVE NE #125," Liquor, On Sale, Limited Entertainment",3,Nicollet Island - East Bank,44.98865,-93.25735,-10381361.2248,5619734.956,2021/01/13 18:15:21+00
-93.2784349272952,44.933951951844,1002824210227,198,LIC389200,BLLiquor,Approved,On Sale,2020/10/26 09:21:57+00,2021,2021/10/01 11:59:00+00,Petite Leon,3800 NICOLLET AVE," Liquor, On Sale, No Entertainment",8,King Field,44.93395,-93.27843,-10383707.8781,5611129.559,2020/10/28 18:15:17+00
-93.2123797185657,44.921702750223,0702823440016,199,LIC389550,BLWine,Pending,On Sale,2020/10/26 10:30:13+00,2021,2021/04/01 23:59:59+00,Okome House,4457 42ND AVE S," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",12,Hiawatha,44.9217,-93.21238,-10376354.6459,5609203.5974,2021/01/19 18:15:17+00
-93.2904155579151,44.9197383092007,0902824440217,200,LIC390690,BLWine,Pending,On Sale,2020/10/26 15:21:45+00,2021,2021/04/01 23:59:59+00,Brasa Rotisserie,812 46TH ST W," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",13,East Harriet,44.91974,-93.29042,-10385041.5558,5608894.7634,2021/01/19 18:15:17+00
0,0,2602924230617,201,LIC391291,BLLiquor,Approved,On Sale,2020/10/26 09:21:59+00,2021,2021/10/01 23:59:59+00,Elliot Park Hotel,823 5TH AVE S," Liquor, On Sale, General Entertainment",7,Elliot Park,0,0,0,0,2020/10/27 18:15:18+00
-93.2736805631112,44.9808831047787,2202924420021,202,LIC391247,BLLiquor,Approved,On Sale,2020/11/23 14:30:21+00,2021,2021/10/01 23:59:59+00,Hark! Cafe,430 1ST AVE N #150," Liquor, On Sale, Limited Entertainment",3,Downtown West,44.98088,-93.27368,-10383178.6247,5618512.4242,2020/11/24 18:15:17+00
-93.2770718865651,44.9849339987632,2202924130344,203,LIC391632,BLLiquor,Approved,On Sale,2020/11/23 16:04:34+00,2021,2021/10/01 23:59:59+00,Graze Provisions & Libations,520 4TH ST N," Liquor, On Sale, Limited Entertainment",3,North Loop,44.98493,-93.27707,-10383556.1451,5619149.9644,2020/11/24 18:15:17+00
-93.2296383215859,44.987599777823,2402924140129,204,LIC65212,BLWine,Pending,On Sale,2019/04/23 07:50:42+00,2020,2020/04/01 00:00:00+00,The Blue Door - U,1514 COMO AVE SE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",2,Como,44.9876,-93.22964,-10378275.8648,5619569.5362,2021/01/14 18:15:22+00
-93.220189102114,44.948125188234,0602823210096,205,LIC75924,BLLiquor,Pending,On Sale,2020/05/17 01:00:53+00,2021,2021/01/01 00:00:00+00,Merlins Rest Pub,3601 LAKE ST E," Liquor, On Sale, Class C1 Entertainment; Liquor, On Sale, Limited Entertainment",2,Longfellow,44.94813,-93.22019,-10377223.9825,5613358.5524,2021/01/14 18:15:22+00
-93.2537403820685,44.9904821338671,2302924120038,206,LIC75960,BLLiquor,Pending,On Sale,2020/05/17 01:00:54+00,2021,2021/01/01 00:00:00+00,RED STAG SUPPERCLUB,509 1ST AVE NE," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",3,Nicollet Island - East Bank,44.99048,-93.25374,-10380958.8939,5620023.2174,2021/01/14 18:15:22+00
-93.2628651372463,45.0012145070689,1402924230079,207,LIC77826,BLLiquor,Pending,On Sale,2020/05/17 01:01:23+00,2021,2021/01/01 00:00:00+00,331 Club,331 13TH AVE NE," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",3,Sheridan,45.00121,-93.26287,-10381974.657,5621712.6875,2021/01/28 18:15:17+00
